Code,Category,OrgCode,Parent,Stage,ParentCategory
408,Digital Initiative & ICT Components Related,DOSEL,398,2,School Education
409,Samagra Shiksha - 1,DOSEL,398,2,School Education
410,Adult Education and Admin.,DOSEL,398,2,School Education
411,Samagra Shiksha - 2,DOSEL,398,2,School Education
412,Statistics,DOSEL,398,2,School Education
413,Others/Misc,DOSEL,398,2,School Education
414,KVS,DOSEL,399,3,Admission Related
415,NVS,DOSEL,399,3,Admission Related
416,CBSE Affiliated,DOSEL,399,3,Admission Related
417,NCERT,DOSEL,399,3,Admission Related
418,CTSA,DOSEL,399,3,Admission Related
419,NIOS,DOSEL,399,3,Admission Related
420,All School Boards,DOSEL,399,3,Admission Related
421,Matters relating to UT,DOSEL,399,3,Admission Related
422,Matters relating to Private Schools,DOSEL,399,3,Admission Related
424,State Government Schools,DOSEL,399,3,Admission Related
425,Others,DOSEL,399,3,Admission Related
426,Delayed Salary Payment,DOSEL,400,3,Service Matter/Pension Related
427,Appointment/Resignation Related,DOSEL,400,3,Service Matter/Pension Related
428,Transfer Related,DOSEL,400,3,Service Matter/Pension Related
429,Promotion Related,DOSEL,400,3,Service Matter/Pension Related
430,Corruption Related,DOSEL,400,3,Service Matter/Pension Related
431,Harrasment Related,DOSEL,400,3,Service Matter/Pension Related
432,Pension Related (PPO No.),DOSEL,400,3,Service Matter/Pension Related
433,Others,DOSEL,400,3,Service Matter/Pension Related
434,CBSE/CBSE Affiliated,DOSEL,426,4,Delayed Salary Payment
435,KVS,DOSEL,426,4,Delayed Salary Payment
436,NIOS,DOSEL,426,4,Delayed Salary Payment
437,NVS,DOSEL,426,4,Delayed Salary Payment
438,State Government Schools,DOSEL,426,4,Delayed Salary Payment
439,Public/Pvt. Schools,DOSEL,426,4,Delayed Salary Payment
440,NCERT,DOSEL,426,4,Delayed Salary Payment
441,Others,DOSEL,426,4,Delayed Salary Payment
442,CBSE/CBSE Affiliated,DOSEL,427,4,Appointment/Resignation Related
443,KVS,DOSEL,427,4,Appointment/Resignation Related
444,NIOS,DOSEL,427,4,Appointment/Resignation Related
445,NVS,DOSEL,427,4,Appointment/Resignation Related
446,State Government Schools,DOSEL,427,4,Appointment/Resignation Related
447,Public/Pvt. Schools,DOSEL,427,4,Appointment/Resignation Related
448,NCERT,DOSEL,427,4,Appointment/Resignation Related
449,Others,DOSEL,427,4,Appointment/Resignation Related
450,CBSE/CBSE Affiliated,DOSEL,428,4,Transfer Related
451,KVS,DOSEL,428,4,Transfer Related
452,NIOS,DOSEL,428,4,Transfer Related
453,NVS,DOSEL,428,4,Transfer Related
454,State Government Schools,DOSEL,428,4,Transfer Related
455,Public/Pvt. Schools,DOSEL,428,4,Transfer Related
456,NCERT,DOSEL,428,4,Transfer Related
457,Others,DOSEL,428,4,Transfer Related
458,CBSE/CBSE Affiliated,DOSEL,429,4,Promotion Related
459,KVS,DOSEL,429,4,Promotion Related
460,NIOS,DOSEL,429,4,Promotion Related
461,NVS,DOSEL,429,4,Promotion Related
462,State Government Schools,DOSEL,429,4,Promotion Related
463,Public/Pvt. Schools,DOSEL,429,4,Promotion Related
464,NCERT,DOSEL,429,4,Promotion Related
465,Others,DOSEL,429,4,Promotion Related
466,CBSE/CBSE Affiliated,DOSEL,430,4,Corruption Related
467,KVS,DOSEL,430,4,Corruption Related
468,NIOS,DOSEL,430,4,Corruption Related
469,NVS,DOSEL,430,4,Corruption Related
470,State Government Schools,DOSEL,430,4,Corruption Related
471,Public/Pvt. Schools,DOSEL,430,4,Corruption Related
472,NCERT,DOSEL,430,4,Corruption Related
473,Others,DOSEL,430,4,Corruption Related
474,CBSE/CBSE Affiliated,DOSEL,431,4,Harrasment Related
475,KVS,DOSEL,431,4,Harrasment Related
476,NIOS,DOSEL,431,4,Harrasment Related
477,NVS,DOSEL,431,4,Harrasment Related
478,State Government Schools,DOSEL,431,4,Harrasment Related
479,Public/Pvt. Schools,DOSEL,431,4,Harrasment Related
480,NCERT,DOSEL,431,4,Harrasment Related
481,Others,DOSEL,431,4,Harrasment Related
482,CBSE/CBSE Affiliated,DOSEL,432,4,Pension Related (PPO No.)
483,KVS,DOSEL,432,4,Pension Related (PPO No.)
484,NIOS,DOSEL,432,4,Pension Related (PPO No.)
485,NVS,DOSEL,432,4,Pension Related (PPO No.)
486,State Government Schools,DOSEL,432,4,Pension Related (PPO No.)
487,Public/Pvt. Schools,DOSEL,432,4,Pension Related (PPO No.)
488,NCERT,DOSEL,432,4,Pension Related (PPO No.)
489,Others,DOSEL,432,4,Pension Related (PPO No.)
490,Hall ticket not received,DOSEL,401,3,Entrance Exam and Results Related
491,Results not out,DOSEL,401,3,Entrance Exam and Results Related
492,Board Exam Re-evaluation,DOSEL,401,3,Entrance Exam and Results Related
493,Others,DOSEL,401,3,Entrance Exam and Results Related
494,CBSE/CBSE Affiliated,DOSEL,490,4,Hall ticket not received
495,KVS,DOSEL,490,4,Hall ticket not received
496,NIOS,DOSEL,490,4,Hall ticket not received
497,NVS,DOSEL,490,4,Hall ticket not received
498,State Government Schools,DOSEL,490,4,Hall ticket not received
499,Public/Pvt. Schools,DOSEL,490,4,Hall ticket not received
500,Others,DOSEL,490,4,Hall ticket not received
501,CBSE/CBSE Affiliated,DOSEL,491,4,Results not out
502,KVS,DOSEL,491,4,Results not out
503,NIOS,DOSEL,491,4,Results not out
504,NVS,DOSEL,491,4,Results not out
505,State Government Schools,DOSEL,491,4,Results not out
506,Public/Pvt. Schools,DOSEL,491,4,Results not out
507,Others,DOSEL,491,4,Results not out
508,CBSE/CBSE Affiliated,DOSEL,492,4,Board Exam Re-evaluation
509,KVS,DOSEL,492,4,Board Exam Re-evaluation
510,NIOS,DOSEL,492,4,Board Exam Re-evaluation
511,NVS,DOSEL,492,4,Board Exam Re-evaluation
512,State Government Schools,DOSEL,492,4,Board Exam Re-evaluation
513,Public/Pvt. Schools,DOSEL,492,4,Board Exam Re-evaluation
514,Others,DOSEL,492,4,Board Exam Re-evaluation
515,Certificate not got on time,DOSEL,402,3,Degree/Certificate Related
516,Transfer Certificate Related,DOSEL,402,3,Degree/Certificate Related
517,Change in details in certificates,DOSEL,402,3,Degree/Certificate Related
518,Results Delayed,DOSEL,402,3,Degree/Certificate Related
519,Others,DOSEL,402,3,Degree/Certificate Related
520,CBSE/CBSE Affiliated,DOSEL,515,4,Certificate not got on time
521,KVS,DOSEL,515,4,Certificate not got on time
522,NIOS,DOSEL,515,4,Certificate not got on time
523,NVS,DOSEL,515,4,Certificate not got on time
524,State Government Schools,DOSEL,515,4,Certificate not got on time
525,Public/Pvt. Schools,DOSEL,515,4,Certificate not got on time
526,Others,DOSEL,515,4,Certificate not got on time
527,CBSE/CBSE Affiliated,DOSEL,516,4,Transfer Certificate Related
528,KVS,DOSEL,516,4,Transfer Certificate Related
529,NIOS,DOSEL,516,4,Transfer Certificate Related
530,NVS,DOSEL,516,4,Transfer Certificate Related
531,State Government Schools,DOSEL,516,4,Transfer Certificate Related
532,Public/Pvt. Schools,DOSEL,516,4,Transfer Certificate Related
533,Others,DOSEL,516,4,Transfer Certificate Related
534,CBSE/CBSE Affiliated,DOSEL,517,4,Change in details in certificates
535,KVS,DOSEL,517,4,Change in details in certificates
536,NIOS,DOSEL,517,4,Change in details in certificates
537,NVS,DOSEL,517,4,Change in details in certificates
538,State Government Schools,DOSEL,517,4,Change in details in certificates
539,Public/Pvt. Schools,DOSEL,517,4,Change in details in certificates
540,Others,DOSEL,517,4,Change in details in certificates
541,CBSE/CBSE Affiliated,DOSEL,518,4,Results Delayed
542,KVS,DOSEL,518,4,Results Delayed
543,NIOS,DOSEL,518,4,Results Delayed
544,NVS,DOSEL,518,4,Results Delayed
545,State Government Schools,DOSEL,518,4,Results Delayed
546,Public/Pvt. Schools,DOSEL,518,4,Results Delayed
547,Others,DOSEL,518,4,Results Delayed
548,Cook cum Helper,DOSEL,407,3,Health & Nutrition Related
549,Housekeeping,DOSEL,407,3,Health & Nutrition Related
550,Infrastructure,DOSEL,407,3,Health & Nutrition Related
551,Others,DOSEL,407,3,Health & Nutrition Related
552,Economic Analysis,DOSEL,408,3,Digital Initiative & ICT Components Related
553,Resource Allocation for Education,DOSEL,408,3,Digital Initiative & ICT Components Related
554,Expenditure on Education,DOSEL,408,3,Digital Initiative & ICT Components Related
555,Operation Digital Board,DOSEL,408,3,Digital Initiative & ICT Components Related
556,All Digital Initiatives,DOSEL,408,3,Digital Initiative & ICT Components Related
557,ICT Component of Samagra Shiksha,DOSEL,408,3,Digital Initiative & ICT Components Related
558,Coordination,DOSEL,408,3,Digital Initiative & ICT Components Related
559,Perfotmance Grading Index,DOSEL,408,3,Digital Initiative & ICT Components Related
560,UDISE+,DOSEL,408,3,Digital Initiative & ICT Components Related
561,DIKSHA,DOSEL,408,3,Digital Initiative & ICT Components Related
562,Data related in School Education,DOSEL,408,3,Digital Initiative & ICT Components Related
563,UNESCO,DOSEL,408,3,Digital Initiative & ICT Components Related
564,NIC,DOSEL,408,3,Digital Initiative & ICT Components Related
565,Others,DOSEL,408,3,Digital Initiative & ICT Components Related
566,Early Childhood Education (ECE) / Pre- Primary,DOSEL,409,3,Samagra Shiksha - 1
567,Promotion of Sports/Games/Play,DOSEL,409,3,Samagra Shiksha - 1
568,Promotion of Reading/Libraries,DOSEL,409,3,Samagra Shiksha - 1
569,Yoga in schools,DOSEL,409,3,Samagra Shiksha - 1
570,Life Skills,DOSEL,409,3,Samagra Shiksha - 1
571,Inclusive Education/Childern with Special Needs (CWSN),DOSEL,409,3,Samagra Shiksha - 1
572,Equity,DOSEL,409,3,Samagra Shiksha - 1
573,"Experiential Learning including Rangotsav, Langauage Festival etc",DOSEL,409,3,Samagra Shiksha - 1
574,Adolescent Education,DOSEL,409,3,Samagra Shiksha - 1
575,Mahila Samakhya & Also,DOSEL,409,3,Samagra Shiksha - 1
576,Scheme for providing Quality Education in Madrasas (SPQEM),DOSEL,409,3,Samagra Shiksha - 1
577,Scheme for Infrastructure Development in Minority Institutions,DOSEL,409,3,Samagra Shiksha - 1
578,National Means-cum-Merit Scholarship Scheme,DOSEL,409,3,Samagra Shiksha - 1
579,National Scheme for incentive to Girl Child for Secondary Education,DOSEL,409,3,Samagra Shiksha - 1
580,Others,DOSEL,409,3,Samagra Shiksha - 1
581,"Release of grants of PLA and Saakshar Bharat Scheme, Directorate of Adult Education (DAE), policy / administrative matters of TSG-NLMA (Ed.CIL) including release of funds to Ed.CIL for TSG-NLMA, Administrative Matters of DAE & NLMA.",DOSEL,410,3,Adult Education and Admin.
582,"Annual Plan and Budget of Adult Education Bureau, Release of grants of PLA and Saakshar Bharat Scheme.",DOSEL,410,3,Adult Education and Admin.
583,Directorate of Adult Education (DAE),DOSEL,410,3,Adult Education and Admin.
584,"Release of grants, administrative matters and all policy matters in respect of Padhna Likhna Abhiyan (PLA) and Saakshar Bharat scheme.",DOSEL,410,3,Adult Education and Admin.
585,"Budget of Samagra Shiksha Scheme, BE/RE, Outcome Budget, Expenditure SSA",DOSEL,411,3,Samagra Shiksha - 2
586,"PFMS Audit-SSA-RMSA, QPR, Finance and Digital initiative, Model Schools",DOSEL,411,3,Samagra Shiksha - 2
587,"Curriculum, Pedagogy, CCE, Text Books. Uniforms, NIEPA, DBT, UIDAI",DOSEL,411,3,Samagra Shiksha - 2
588,"PISA, ICC, External funding and Joint Review Missions, National Achievement Survey [NAS], School Based Assessment, NCERT, UIDA",DOSEL,411,3,Samagra Shiksha - 2
589,RTE Act,DOSEL,411,3,Samagra Shiksha - 2
590,"School Insfrastructure, Civil Work, Swachh Vidyalaya, School Grant, Swachta Action Plan [Ministry of Drinking Water and Sanitation, Unicef-WASH Unicef-Education]",DOSEL,411,3,Samagra Shiksha - 2
591,"[SCERT, DITS, BRCs, CRCs, CSSTE] Teaher Education",DOSEL,411,3,Samagra Shiksha - 2
592,"NIOS, NITE",DOSEL,411,3,Samagra Shiksha - 2
593,"All aspect of Universal Access including residental schools/hostels Policy and planning regarding Samagra Shiksha Scheme, out of School Children/EWS, Shagunotsav",DOSEL,411,3,Samagra Shiksha - 2
594,"Vocational Education and Skill Development, Appointment of Language Teachers (ALT) Scheme",DOSEL,411,3,Samagra Shiksha - 2
595,"Community Mobilisation including SMC/SMDC Rashtriya Avishkar Abhyan, Monitoring and Evaluation",DOSEL,411,3,Samagra Shiksha - 2
596,Coordination work of all Uts,DOSEL,411,3,Samagra Shiksha - 2
597,Coordination work of SS-II Bureau,DOSEL,411,3,Samagra Shiksha - 2
598,National Mean-cum-Merit Scholarship Scheme (NMMSS),DOSEL,398,2,School Education
599,National Scheme of incentive to Girls for Secondary Education (NSIGSE),DOSEL,398,2,School Education
600,Financial,DOSEL,398,2,School Education
601,Programmes/Schemes,DOSEL,600,3,Financial
602,Budget related issues (BE/RE/Exp.) of the programmes/schemes,DOSEL,601,4,Programmes/Schemes
605,Statistics related to School Education,DOSEL,412,3,Statistics
606,Supply of data to UNESCO,DOSEL,412,3,Statistics
607,Supply of data to Institute of Statistics,DOSEL,412,3,Statistics
608,Supply of data to International Agencies,DOSEL,412,3,Statistics
609,Sustainable Development Goals (SDGs),DOSEL,412,3,Statistics
610,Index of Service (Education),DOSEL,412,3,Statistics
611,Production,DOSEL,412,3,Statistics
612,"Population, Projection",DOSEL,412,3,Statistics
613,Aspirational Districts,DOSEL,412,3,Statistics
614,Education For All (EFA),DOSEL,412,3,Statistics
615,Others,DOSEL,412,3,Statistics
616,Road Transport and Highways,MORTH,,1,#N/A
617,Employee Related/Services Related,MORTH,616,2,Road Transport and Highways
618,Pension Related,MORTH,616,2,Road Transport and Highways
619,Construction & Maintenance of National Highways,MORTH,616,2,Road Transport and Highways
620,Land Acquisition,MORTH,616,2,Road Transport and Highways
621,User Free/Toll Related,MORTH,616,2,Road Transport and Highways
622,Road Transport Related,MORTH,616,2,Road Transport and Highways
623,Policiy Related,MORTH,616,2,Road Transport and Highways
624,Suggestions/Miscellaneous/Others,MORTH,616,2,Road Transport and Highways
625,Compensatory ground appointment,MORTH,617,3,Employee Related/Services Related
626,Pending any type of Bill dues for payment,MORTH,617,3,Employee Related/Services Related
627,Issues related to promotion,MORTH,617,3,Employee Related/Services Related
628,Transfer/Posting,MORTH,617,3,Employee Related/Services Related
629,Misbehaviour/Harassment by any officer/staff,MORTH,617,3,Employee Related/Services Related
630,Allegation of Corruption/Malpratices,MORTH,617,3,Employee Related/Services Related
631,Others,MORTH,617,3,Employee Related/Services Related
632,Pension Not Started/Pension Stopped,MORTH,618,3,Pension Related
633,Revision of Pension,MORTH,618,3,Pension Related
634,Miscalculation in Pension,MORTH,618,3,Pension Related
635,Adding beneficiary in PPO,MORTH,618,3,Pension Related
636,Others,MORTH,618,3,Pension Related
637,Quality of National Highways below par,MORTH,619,3,Construction & Maintenance of National Highways
638,Construction of new National Highways,MORTH,619,3,Construction & Maintenance of National Highways
639,Others,MORTH,619,3,Construction & Maintenance of National Highways
640,Land Acquisition related,MORTH,620,3,Land Acquisition
641,Acquired Land Compensation Related,MORTH,620,3,Land Acquisition
642,Others,MORTH,620,3,Land Acquisition
643,Fastag/Toll collection Related,MORTH,621,3,User Free/Toll Related
644,Wayside Amenities,MORTH,621,3,User Free/Toll Related
645,Others,MORTH,621,3,User Free/Toll Related
646,Road Transport,MORTH,622,3,Road Transport Related
647,Road Safety Schemes Related,MORTH,622,3,Road Transport Related
648,Others,MORTH,622,3,Road Transport Related
649,Tolls TOLLW,MORTH,623,3,Policiy Related
650,Land Acquisation,MORTH,623,3,Policiy Related
651,MVL (Motor Vehicle Legislation) MVLRT,MORTH,623,3,Policiy Related
652,Transport TPTRT,MORTH,623,3,Policiy Related
653,Others,MORTH,623,3,Policiy Related
654,General Related to Policies/Act/Rules governed by MoRTH,MORTH,624,3,Suggestions/Miscellaneous/Others
655,Others,MORTH,624,3,Suggestions/Miscellaneous/Others
656,Health and Family Welfare,DHLTH,,1,#N/A
657,Hospitals,DHLTH,656,2,Health and Family Welfare
658,Medicines,DHLTH,656,2,Health and Family Welfare
659,CGHS Health Centres,DHLTH,656,2,Health and Family Welfare
660,Medical Education,DHLTH,656,2,Health and Family Welfare
661,Financial Assistance for Medical Treatment,DHLTH,656,2,Health and Family Welfare
662,Health Schemes,DHLTH,656,2,Health and Family Welfare
663,Public Health,DHLTH,656,2,Health and Family Welfare
664,Food Regulation,DHLTH,656,2,Health and Family Welfare
665,Online Health Services,DHLTH,656,2,Health and Family Welfare
666,Policy Matters,DHLTH,656,2,Health and Family Welfare
667,MoHFW Employee Related,DHLTH,656,2,Health and Family Welfare
668,Other,DHLTH,656,2,Health and Family Welfare
669,AIIMS,DHLTH,657,3,Hospitals
670,RML Hospital,DHLTH,657,3,Hospitals
671,Safdarjung Hospital,DHLTH,657,3,Hospitals
672,LHMC & Smt. S.K. Hospital,DHLTH,657,3,Hospitals
673,KalavatiSaran Hospital,DHLTH,657,3,Hospitals
674,"Jawaharlal Institute of Postgraduate Medical Education & Research, Puducherry",DHLTH,657,3,Hospitals
675,"Postgraduate Institute of Medical Education and Research, Chandigarh",DHLTH,657,3,Hospitals
676,North East Institutions,DHLTH,657,3,Hospitals
677,Other Hospitals,DHLTH,657,3,Hospitals
678,AIIMS New Delhi,DHLTH,669,4,AIIMS
679,AIIMS Bhubaneswar,DHLTH,669,4,AIIMS
680,AIIMS Jodhpur,DHLTH,669,4,AIIMS
681,AIIMS Patna,DHLTH,669,4,AIIMS
682,AIIMS Raipur,DHLTH,669,4,AIIMS
